AGCNr,Name,HIra,HIdec,OCra,OCdec,v21,w50,werr,flux,fluxerr,snratio,rms,dist,loghimass,detcode
334400,"HIdetHVC", 345.766235,   0.368056,   0.000000,   0.000000, -303, 23,  0,  9.03,0.09, 50.1, 7.96,   0.0, 0.00,9
335113,"HIdetHVC", 345.787903,   6.801389,   0.000000,   0.000000, -328, 36,  2,  3.57,0.05, 30.9, 4.00,   0.0, 0.00,9
335666,"HIdetHVC", 345.841217,  11.958055,   0.000000,   0.000000, -361, 27,  0,  2.03,0.05, 21.1, 3.97,   0.0, 0.00,9
749076,"HIdetHVC", 345.870422,  15.045834,   0.000000,   0.000000, -398, 31,  1,  4.90,0.08, 30.3, 5.33,   0.0, 0.00,9
334401,"HIdetHVC", 345.876251,   0.082500,   0.000000,   0.000000, -283, 24,  1,  2.58,0.06, 20.6, 5.23,   0.0, 0.00,9
335667,"HIdetHVC", 345.878326,  13.308056,   0.000000,   0.000000, -370, 25,  0,  5.65,0.06, 45.6, 5.08,   0.0, 0.00,9
335668,"HIdetHVC", 345.885010,  21.633055,   0.000000,   0.000000, -416, 27,  1,  1.57,0.08, 10.3, 6.33,   0.0, 0.00,9
335669,"HIdetHVC", 345.892487,  12.881667,   0.000000,   0.000000, -355, 29,  1,  3.03,0.05, 31.9, 3.70,   0.0, 0.00,9
335114,"HIdetHVC", 345.918732,   5.982778,   0.000000,   0.000000, -346, 33,  2, 22.69,0.11, 88.1, 9.11,   0.0, 0.00,9
330025,"Eder Dw ", 345.926239,  23.682499, 345.921265,  23.686388, 1155, 95,  2,  2.93,0.06, 28.5, 2.35,  17.8, 8.34,1
335670,"HIdetHVC", 345.943298,  20.103611,   0.000000,   0.000000, -379, 33,  1,  2.47,0.11, 11.4, 8.28,   0.0, 0.00,9
335193,"rgmph   ", 345.953735,   4.518333, 345.954163,   4.520278, 1225, 37,  4,  0.57,0.04,  9.4, 2.17,  18.3, 7.65,1
335671,"HIdetHVC", 345.959564,  20.803888,   0.000000,   0.000000, -403, 17,  0,  5.63,0.06, 49.2, 5.59,   0.0, 0.00,9
335672,"HIdetHVC", 345.959991,  12.426667,   0.000000,   0.000000, -291, 30,  0,  1.00,0.04, 15.6, 2.64,   0.0, 0.00,9
335673,"HIdetHVC", 345.984985,  10.695833,   0.000000,   0.000000, -356, 26,  0,  3.02,0.05, 33.8, 3.85,   0.0, 0.00,9
335674,"HIdetHVC", 345.992065,   5.638889,   0.000000,   0.000000, -348, 30,  0, 56.10,0.13,239.5, 9.58,   0.0, 0.00,9
335675,"HIdetHVC", 345.993744,  12.118611,   0.000000,   0.000000, -361, 18,  0,  3.23,0.03, 59.7, 2.62,   0.0, 0.00,9
749077,"HIdetHVC", 345.998322,  15.486945,   0.000000,   0.000000, -379, 29,  1,  4.78,0.09, 32.6, 5.54,   0.0, 0.00,9
335676,"HIdetHVC", 345.998718,  16.569723,   0.000000,   0.000000, -361, 23,  0,  7.56,0.05, 78.3, 4.29,   0.0, 0.00,9
335677,"HIdetHVC", 346.020447,  11.367223,   0.000000,   0.000000, -348, 30,  1,  3.85,0.06, 32.5, 4.49,   0.0, 0.00,9
334402,"HIdetHVC", 346.026276,   1.659167,   0.000000,   0.000000, -259, 23,  1,  0.61,0.04,  8.2, 3.24,   0.0, 0.00,9
335678,"HIdetHVC", 346.026672,   2.888055,   0.000000,   0.000000, -322, 25,  2, 12.04,0.16, 68.8, 7.51,   0.0, 0.00,9
749078,"HIdetHVC", 346.034607,  14.607779,   0.000000,   0.000000, -380, 31,  0,  6.61,0.05, 68.2, 3.38,   0.0, 0.00,9
749079,"HIdetHVC", 346.039185,  15.173889,   0.000000,   0.000000, -382, 24,  1,  3.62,0.07, 29.4, 5.02,   0.0, 0.00,9
335679,"HIdetHVC", 346.057098,   5.658889,   0.000000,   0.000000, -347, 30,  0, 55.85,0.12,228.4, 9.42,   0.0, 0.00,9
335680,"HIdetHVC", 346.077087,   4.253889,   0.000000,   0.000000, -311, 64,  2, 10.93,0.15, 51.7, 5.84,   0.0, 0.00,9
335681,"HIdetHVC", 346.097931,  20.345001,   0.000000,   0.000000, -413, 16,  0, 12.17,0.04,148.3, 4.29,   0.0, 0.00,9
332395,"        ", 346.126282,  13.395555, 346.102539,  13.414721, 2180, 85, 11,  0.34,0.04,  4.5, 1.81,  32.1, 7.92,2
 12340,"475-033 ", 346.140442,  27.154722, 346.140839,  27.155832, 1056,112,  1,  8.07,0.08, 63.3, 2.68,  16.5, 8.71,1
334623,"mph     ", 346.143738,  17.306389, 346.143738,  17.304998, 1980, 84,  4,  1.54,0.05, 17.1, 2.19,  29.3, 8.50,1
335682,"HIdetHVC", 346.156677,  20.796944,   0.000000,   0.000000, -407, 46,  7,  4.66,0.12, 30.8, 4.90,   0.0, 0.00,9
749080,"HIdetHVC", 346.187103,  14.083055,   0.000000,   0.000000, -392, 34,  1,  6.46,0.07, 37.9, 5.08,   0.0, 0.00,9
335683,"HIdetHVC", 346.193756,  11.483055,   0.000000,   0.000000, -441, 24,  1,  0.84,0.04, 11.7, 3.07,   0.0, 0.00,9
749081,"HIdetHVC", 346.227081,  16.109446,   0.000000,   0.000000, -374, 34,  1,  3.59,0.06, 32.1, 3.71,   0.0, 0.00,9
 12343,"N7479   ", 346.234192,  12.321667, 346.235840,  12.322778, 2379,353,  2, 33.43,0.11,171.2, 2.32,  34.9, 9.98,1
 12344,"M+358029", 346.247925,  18.696110, 346.249176,  18.703335, 1626,149,  2, 19.81,0.10,125.6, 2.88,  24.3, 9.44,1
334624,"mph     ", 346.287506,  17.235277, 346.283783,  17.237501, 2108, 65,  8,  0.92,0.05, 10.8, 2.34,  31.1, 8.32,1
 12347,"453-063 ", 346.299164,  18.867779, 346.300415,  18.868055, 1646,110,  2, 10.91,0.07, 97.8, 2.37,  24.6, 9.19,1
335684,"HIdetHVC", 346.301239,  12.131667,   0.000000,   0.000000, -367, 18,  0,  3.19,0.03, 49.0, 3.05,   0.0, 0.00,9
332399,"        ", 346.301666,  14.063611, 346.296661,  14.062778, 1565, 68, 22,  1.06,0.06, 13.3, 2.15,  23.4, 8.14,1
335685,"HIdetHVC", 346.302948,  13.105278,   0.000000,   0.000000, -402, 29,  0, 12.91,0.06,107.9, 4.67,   0.0, 0.00,9
749082,"HIdetHVC", 346.309998,  14.384722,   0.000000,   0.000000, -386, 28,  0,  6.05,0.06, 48.7, 4.43,   0.0, 0.00,9
 12350,"453-064 ", 346.331268,  16.868055, 346.332520,  16.866112, 2136,198,  2, 18.83,0.10,115.7, 2.58,  21.9, 9.33,1
335686,"HIdetHVC", 346.350433,  19.628611,   0.000000,   0.000000, -383, 26,  0,  3.75,0.07, 25.0, 6.01,   0.0, 0.00,9
335687,"HIdetHVC", 346.357086,   4.856111,   0.000000,   0.000000, -337, 23,  0, 18.30,0.10, 32.3, 8.51,   0.0, 0.00,9
333317,"HIdetHVC", 346.375000,  24.836390,   0.000000,   0.000000, -395, 37, 12,  0.52,0.06,  6.2, 3.03,   0.0, 0.00,9
335688,"HIdetHVC", 346.414612,  13.631945,   0.000000,   0.000000, -391, 38,  0, 25.00,0.15, 88.4,10.16,   0.0, 0.00,9
 12351,"453-068 ", 346.440826,  18.991388, 346.439575,  18.985277, 1689,111,  2,  5.90,0.07, 53.9, 2.31,  25.2, 8.95,1
333225,"HIdetHVC", 346.455444,  25.978889,   0.000000,   0.000000, -379, 21,  7,  0.62,0.05,  9.0, 3.14,   0.0, 0.00,9
334620,"mph     ", 346.494598,  17.091667, 346.494598,  17.089167, 2128,110,  3,  3.88,0.07, 33.7, 2.44,  31.4, 8.96,1
335689,"HIdetHVC", 346.544189,  16.327778,   0.000000,   0.000000, -416, 21,  0,  3.84,0.07, 28.6, 6.23,   0.0, 0.00,9
332413,"        ", 346.559601,  14.664166, 346.562531,  14.657778, 1536, 94,  2,  3.54,0.07, 31.8, 2.56,  22.9, 8.64,1
335690,"HIdetHVC", 346.564178,  12.995556,   0.000000,   0.000000, -392, 32,  0, 39.44,0.13,141.4, 9.95,   0.0, 0.00,9
335115,"HIdetHVC", 346.581665,   7.775555,   0.000000,   0.000000, -321, 19,  1,  0.49,0.03,  8.1, 2.79,   0.0, 0.00,9
334403,"HIdetHVC", 346.591675,   1.032500,   0.000000,   0.000000, -301, 70,  2,  6.78,0.21, 18.4, 9.75,   0.0, 0.00,9
 12361,"        ", 346.593323,  11.284445, 346.592926,  11.284445, 2992,163,  5,  3.43,0.08, 26.0, 2.31,  43.6, 9.19,1
335691,"HIdetHVC", 346.611237,  16.093889,   0.000000,   0.000000, -342, 19,  0,  2.48,0.05, 21.1, 5.29,   0.0, 0.00,9
335692,"HIdetHVC", 346.639984,  17.732224,   0.000000,   0.000000, -368, 26,  1,  1.89,0.05, 16.7, 4.49,   0.0, 0.00,9
749083,"HIdetHVC", 346.672913,  15.322222,   0.000000,   0.000000, -377, 31,  0,  6.51,0.07, 43.2, 4.90,   0.0, 0.00,9
335693,"HIdetHVC", 346.686249,  12.388888,   0.000000,   0.000000, -379, 42,  0, 67.90,0.17,215.4,10.72,   0.0, 0.00,9
335694,"HIdetHVC", 346.696686,   4.997778,   0.000000,   0.000000, -336, 32,  0, 25.96,0.11,103.9, 8.94,   0.0, 0.00,9
335695,"HIdetHVC", 346.699585,  10.412777,   0.000000,   0.000000, -338, 41,  1,  6.35,0.12, 28.6, 7.87,   0.0, 0.00,9
335696,"HIdetHVC", 346.707092,   3.854167,   0.000000,   0.000000, -330, 25,  0, 38.39,0.16,133.3,13.07,   0.0, 0.00,9
335697,"HIdetHVC", 346.729614,  10.670279,   0.000000,   0.000000, -326, 29,  1,  1.12,0.04, 12.8, 3.46,   0.0, 0.00,9
335698,"HIdetHVC", 346.776276,   2.547778,   0.000000,   0.000000, -332, 28,  0, 74.56,0.16,239.6,12.60,   0.0, 0.00,9
334804,"HIdetHVC", 346.786682,   9.462777,   0.000000,   0.000000, -300, 38,  1,  1.39,0.04, 17.5, 2.85,   0.0, 0.00,9
749084,"HIdetHVC", 346.792084,  14.043889,   0.000000,   0.000000, -368, 27,  0,  3.90,0.06, 36.6, 3.94,   0.0, 0.00,9
335699,"HIdetHVC", 346.798767,  11.856945,   0.000000,   0.000000, -375, 32,  0, 70.94,0.15,244.4,11.15,   0.0, 0.00,9
335700,"HIdetHVC", 346.822510,   2.710833,   0.000000,   0.000000, -260, 22,  1,  1.48,0.06, 13.4, 4.95,   0.0, 0.00,9
334404,"HIdetHVC", 346.831268,   0.556944,   0.000000,   0.000000, -320, 28,  0, 29.08,0.14,107.8,10.82,   0.0, 0.00,9
332425,"        ", 346.834991,  13.097222, 346.834167,  13.099722, 2390,116,  3,  2.68,0.07, 21.3, 2.59,  35.0, 8.89,1
749085,"HIdetHVC", 346.841248,  16.155556,   0.000000,   0.000000, -398, 34,  1,  4.33,0.07, 31.0, 5.09,   0.0, 0.00,9
333363,"        ", 346.918732,  30.113611, 346.922913,  30.121111,  770, 54,  5,  0.89,0.05, 11.4, 2.36,  12.5, 7.52,1
334405,"HIdetHVC", 346.924591,   0.369722,   0.000000,   0.000000, -267, 22,  0,  1.10,0.06, 10.1, 4.88,   0.0, 0.00,9
335121,"HIdetHVC", 346.929169,   6.993611,   0.000000,   0.000000, -306, 31,  1,  2.22,0.05, 21.3, 3.85,   0.0, 0.00,9
335194,"rgmph   ", 346.939178,  17.775000, 346.937073,  17.776945, 2288, 82,  5,  1.16,0.07, 11.2, 2.54,  33.7, 8.49,1
335701,"HIdetHVC", 346.956696,  13.110834,   0.000000,   0.000000, -371, 23,  0, 11.00,0.06, 92.6, 5.14,   0.0, 0.00,9
335702,"HIdetHVC", 346.961273,  10.411666,   0.000000,   0.000000, -333, 87,  6,  2.59,0.09, 14.0, 4.33,   0.0, 0.00,9
335703,"HIdetHVC", 346.974579,  10.388611,   0.000000,   0.000000, -340, 79,  5,  3.35,0.10, 16.9, 4.95,   0.0, 0.00,9
334805,"HIdetHVC", 347.017090,   8.746667,   0.000000,   0.000000, -316, 23,  1,  7.98,0.13, 29.9,11.52,   0.0, 0.00,9
335704,"HIdetHVC", 347.030396,  19.625000,   0.000000,   0.000000, -396, 19,  0,  2.44,0.05, 23.1, 4.83,   0.0, 0.00,9
334636,"M+359001", 347.052490,  18.100000, 347.047485,  18.102501, 1740, 72,  4,  1.95,0.05, 24.5, 2.08,  25.9, 8.49,1
335195,"rgmph   ", 347.059601,  17.171944, 347.057892,  17.168333, 1762, 62,  6,  0.67,0.06,  7.9, 2.39,  26.2, 8.03,1
334806,"HIdetHVC", 347.062500,   7.963333,   0.000000,   0.000000, -322, 22,  1,  1.53,0.05, 14.7, 4.75,   0.0, 0.00,9
335705,"HIdetHVC", 347.064178,  11.486945,   0.000000,   0.000000, -353, 28,  0, 31.51,0.07,184.1, 6.36,   0.0, 0.00,9
332939,"        ", 347.065826,  31.898890, 347.069580,  31.901667,  692, 41,  3,  1.78,0.05, 25.7, 2.37,  11.4, 7.74,1
335706,"HIdetHVC", 347.068329,   4.911667,   0.000000,   0.000000, -233, 21,  0,  3.34,0.06, 24.2, 5.85,   0.0, 0.00,9
330070,"Eder Dw ", 347.075409,  27.716946, 347.075409,  27.716389, 2883, 83,  2,  4.38,0.06, 49.1, 2.18,  42.2, 9.26,1
334407,"HIdetHVC", 347.132935,   2.179167,   0.000000,   0.000000, -323, 24,  2, 53.60,0.14,262.4, 8.83,   0.0, 0.00,9
335196,"rgmph   ", 347.136658,  18.010279, 347.139984,  18.009445, 2386, 80,  5,  1.08,0.06, 10.3, 2.60,  35.0, 8.49,1
335707,"HIdetHVC", 347.139984,   3.162500,   0.000000,   0.000000, -342, 61,  3,  4.95,0.12, 26.4, 5.30,   0.0, 0.00,9
335238,"        ", 347.170013,  21.690556, 347.173309,  21.691387, 2780,154,  2,  6.41,0.07, 49.9, 2.31,  40.7, 9.40,1
749086,"HIdetHVC", 347.178741,  14.038611,   0.000000,   0.000000, -365, 36,  9,  0.35,0.05,  5.1, 2.50,   0.0, 0.00,9
335708,"HIdetHVC", 347.181244,   2.743333,   0.000000,   0.000000, -345, 40,  2, 23.21,0.21, 75.5,10.70,   0.0, 0.00,9
335575,"HIdetHVC", 347.184998,  36.112221,   0.000000,   0.000000, -418, 24,  0,  0.69,0.03, 12.5, 2.56,   0.0, 0.00,9
334621,"HIPASS  ", 347.214569,  17.207224, 347.214569,  17.208889, 1766,141,  2, 18.56,0.08,139.6, 2.49,  26.2, 9.48,1
335709,"HIdetHVC", 347.214996,   5.380834,   0.000000,   0.000000, -322, 31,  0, 20.54,0.09,120.4, 6.74,   0.0, 0.00,9
749087,"HIdetHVC", 347.251648,  15.557778,   0.000000,   0.000000, -375, 21,  1,  1.59,0.06, 14.8, 4.61,   0.0, 0.00,9
335710,"HIdetHVC", 347.257080,   2.983889,   0.000000,   0.000000, -350, 56,  2,  2.14,0.08, 16.2, 3.90,   0.0, 0.00,9
335123,"HIdetHVC", 347.258331,   7.069722,   0.000000,   0.000000, -280, 29,  1,  2.17,0.07, 14.9, 5.68,   0.0, 0.00,9
 12392,"N7497   ", 347.274567,  18.187500, 347.264587,  18.176666, 1707,273,  2, 56.81,0.11,295.1, 2.60,  25.4, 9.94,1
335124,"HIdetHVC", 347.294556,   6.221667,   0.000000,   0.000000, -330, 38,  1,  3.83,0.06, 31.0, 4.42,   0.0, 0.00,9
333478,"HIdetHVC", 347.316254,  30.058887,   0.000000,   0.000000, -141, 33,  4,  0.76,0.04, 10.6, 2.71,   0.0, 0.00,9
335711,"HIdetHVC", 347.317474,   5.665278,   0.000000,   0.000000, -314, 26,  0, 28.63,0.08,188.7, 6.54,   0.0, 0.00,9
335197,"rgmph   ", 347.329987,  18.063889, 347.324158,  18.069168, 2425, 53,  7,  0.91,0.06,  8.8, 3.11,  35.6, 8.43,1
333602,"HIdetHVC", 347.361237,  29.804998,   0.000000,   0.000000, -148, 21,  1,  0.46,0.03,  8.3, 2.50,   0.0, 0.00,9
335712,"HIdetHVC", 347.365417,  10.795279,   0.000000,   0.000000, -353, 26,  0, 55.91,0.12,203.9,10.78,   0.0, 0.00,9
335125,"HIdetHVC", 347.409973,   8.021389,   0.000000,   0.000000, -334, 22,  0, 19.23,0.08,122.2, 7.15,   0.0, 0.00,9
334807,"HIdetHVC", 347.418732,   8.089722,   0.000000,   0.000000, -335, 24,  0, 30.88,0.11,133.6, 9.92,   0.0, 0.00,9
335576,"HIdetHVC", 347.419556,  36.049721,   0.000000,   0.000000, -419, 24,  1,  1.10,0.04, 14.2, 3.22,   0.0, 0.00,9
749088,"HIdetHVC", 347.421265,  14.783055,   0.000000,   0.000000, -387, 27,  0,  8.02,0.10, 43.4, 6.80,   0.0, 0.00,9
334808,"HIdetHVC", 347.421265,   9.823334,   0.000000,   0.000000, -354, 30,  0, 26.11,0.14, 90.5,10.93,   0.0, 0.00,9
335713,"HIdetHVC", 347.464172,  19.833612,   0.000000,   0.000000, -386, 24,  1,  2.28,0.09, 12.8, 7.49,   0.0, 0.00,9
333479,"HIdetHVC", 347.474976,  30.228334,   0.000000,   0.000000, -136, 40,  2,  1.87,0.07, 14.5, 4.48,   0.0, 0.00,9
335198,"rgmph   ", 347.480408,  17.553055, 347.475830,  17.552776, 1706, 35,  3,  1.42,0.05, 21.6, 2.42,  25.3, 8.33,1
333603,"HIdetHVC", 347.485413,  30.085556,   0.000000,   0.000000, -144, 25,  0,  1.21,0.05, 11.4, 4.06,   0.0, 0.00,9
335714,"HIdetHVC", 347.486664,   3.090000,   0.000000,   0.000000, -275, 20,  0,  2.01,0.04, 24.1, 3.66,   0.0, 0.00,9
335715,"HIdetHVC", 347.487488,  19.233055,   0.000000,   0.000000, -389, 17,  0,  8.63,0.04,103.1, 4.16,   0.0, 0.00,9
330083,"UA436   ", 347.498718,  18.446943, 347.499146,  18.448055, 1788, 62,  3,  5.56,0.08, 49.2, 3.17,  26.5, 8.96,1
334637,"        ", 347.531219,  18.262222, 347.524170,  18.259445, 1635, 68,  2,  4.04,0.07, 38.9, 2.78,  24.3, 8.75,1
335716,"HIdetHVC", 347.563721,   4.103611,   0.000000,   0.000000, -230, 28,  1,  1.22,0.05, 12.5, 3.95,   0.0, 0.00,9
749089,"HIdetHVC", 347.582916,  14.331388,   0.000000,   0.000000, -382, 25,  0,  6.81,0.06, 66.5, 4.04,   0.0, 0.00,9
334408,"HIdetHVC", 347.599579,   1.313056,   0.000000,   0.000000, -296, 22,  1,  3.30,0.06, 30.6, 4.96,   0.0, 0.00,9
333480,"HIdetHVC", 347.604980,  29.843334,   0.000000,   0.000000, -141, 31,  3,  0.75,0.04, 12.8, 2.27,   0.0, 0.00,9
335129,"HIdetHVC", 347.649567,   6.021389,   0.000000,   0.000000, -305, 25,  0, 28.27,0.07,220.3, 5.65,   0.0, 0.00,9
335717,"HIdetHVC", 347.658325,  17.102777,   0.000000,   0.000000, -402, 17,  1,  2.94,0.06, 23.5, 6.14,   0.0, 0.00,9
334809,"HIdetHVC", 347.667511,   8.314445,   0.000000,   0.000000, -350, 28,  0,  7.56,0.08, 49.0, 6.31,   0.0, 0.00,9
335718,"HIdetHVC", 347.690002,  12.468055,   0.000000,   0.000000, -351, 40,  1,  6.74,0.12, 27.3, 8.36,   0.0, 0.00,9
335719,"HIdetHVC", 347.692902,   5.610833,   0.000000,   0.000000, -317, 31,  0, 21.36,0.08,153.6, 5.57,   0.0, 0.00,9
334810,"HIdetHVC", 347.707886,   9.031111,   0.000000,   0.000000, -347, 35,  1, 11.03,0.12, 46.0, 8.66,   0.0, 0.00,9
335720,"HIdetHVC", 347.709564,   5.669722,   0.000000,   0.000000, -358, 26,  0, 20.13,0.06,148.4, 5.35,   0.0, 0.00,9
335721,"HIdetHVC", 347.712921,   5.866389,   0.000000,   0.000000, -312, 32,  1, 23.34,0.08,162.9, 5.64,   0.0, 0.00,9
335130,"HIdetHVC", 347.720825,   7.501111,   0.000000,   0.000000, -323, 23,  0,  2.18,0.04, 31.2, 3.09,   0.0, 0.00,9
749090,"HIdetHVC", 347.740417,  15.526111,   0.000000,   0.000000, -372, 20,  1,  1.05,0.03, 14.5, 3.00,   0.0, 0.00,9
335310,"        ", 347.766663,  32.277222, 347.761230,  32.280556, 1114, 53,  6,  0.80,0.05,  8.8, 2.75,  17.2, 7.75,1
 12404,"I1473   ", 347.771240,  29.645555, 347.772461,  29.643055,  836,134, 11,  2.81,0.08, 22.8, 2.36,  13.3, 8.07,1
330098,"Eder Dw ", 347.773346,  11.364167, 347.777069,  11.366667, 2640, 62,  2,  1.39,0.05, 17.1, 2.29,  38.4, 8.69,1
334409,"HIdetHVC", 347.797913,   0.623889,   0.000000,   0.000000, -269, 19,  0,  2.96,0.07, 21.2, 6.46,   0.0, 0.00,9
335722,"HIdetHVC", 347.837891,  19.096945,   0.000000,   0.000000, -383, 24,  1,  2.68,0.05, 26.7, 4.26,   0.0, 0.00,9
335723,"HIdetHVC", 347.841217,  13.994167,   0.000000,   0.000000, -367, 28,  0, 18.17,0.12, 77.1, 9.54,   0.0, 0.00,9
334410,"HIdetHVC", 347.842072,   0.637222,   0.000000,   0.000000, -269, 19,  0,  1.40,0.04, 15.8, 3.98,   0.0, 0.00,9
333604,"HIdetHVC", 347.850800,  27.937500,   0.000000,   0.000000,   65, 29,  1,  2.68,0.04, 37.4, 2.57,   0.0, 0.00,9
749091,"HIdetHVC", 347.851654,  14.065556,   0.000000,   0.000000, -369, 27,  0, 19.17,0.10, 83.0, 7.47,   0.0, 0.00,9
335724,"HIdetHVC", 347.872498,  17.509167,   0.000000,   0.000000, -378, 24,  0,  2.78,0.07, 19.2, 6.17,   0.0, 0.00,9
335239,"        ", 347.874146,  18.790556, 347.871246,  18.791666, 2553, 67,  7,  1.37,0.06, 17.0, 2.18,  37.3, 8.65,1
335725,"HIdetHVC", 347.899994,  12.980000,   0.000000,   0.000000, -351, 19,  0,  4.92,0.04, 59.1, 3.75,   0.0, 0.00,9
335726,"HIdetHVC", 347.907043,   2.444167,   0.000000,   0.000000, -306, 21,  3,  4.39,0.10, 32.8, 6.11,   0.0, 0.00,9
335727,"HIdetHVC", 347.927094,   4.971111,   0.000000,   0.000000, -333, 39,  1, 33.70,0.12,129.4, 8.48,   0.0, 0.00,9
334411,"HIdetHVC", 347.935425,   0.136111,   0.000000,   0.000000, -284, 23,  1,  2.54,0.04, 23.2, 4.29,   0.0, 0.00,9
334412,"HIdetHVC", 347.937897,   1.253611,   0.000000,   0.000000, -309, 33,  1, 15.68,0.11, 70.0, 8.38,   0.0, 0.00,9
335728,"HIdetHVC", 347.957062,   3.780278,   0.000000,   0.000000, -324, 35,  2, 57.60,0.28,169.4,12.53,   0.0, 0.00,9
335577,"HIdetHVC", 347.961639,  35.960835,   0.000000,   0.000000, -448, 13,  0,  2.45,0.02, 49.0, 2.58,   0.0, 0.00,9
335729,"HIdetHVC", 347.989563,  11.964167,   0.000000,   0.000000, -339, 29,  1,  2.95,0.06, 24.4, 4.76,   0.0, 0.00,9
332912,"        ", 347.994141,  27.289999, 348.004181,  27.294722,  794, 27,  1,  0.54,0.04, 10.9, 2.11,  12.7, 7.31,1
335730,"HIdetHVC", 347.999573,   3.382222,   0.000000,   0.000000, -241, 32,  1,  1.02,0.04, 12.7, 3.11,   0.0, 0.00,9
335731,"HIdetHVC", 348.005432,   4.575833,   0.000000,   0.000000, -322, 38,  1, 24.05,0.08,136.0, 5.81,   0.0, 0.00,9
335732,"HIdetHVC", 348.020447,  17.221390,   0.000000,   0.000000, -373, 25,  0,  1.12,0.04, 14.3, 3.23,   0.0, 0.00,9
335733,"HIdetHVC", 348.025848,   4.265000,   0.000000,   0.000000, -219, 43,  1,  2.71,0.07, 19.2, 4.71,   0.0, 0.00,9
335734,"HIdetHVC", 348.035828,   2.256944,   0.000000,   0.000000, -300, 33,  2,  9.97,0.13, 57.5, 6.59,   0.0, 0.00,9
334415,"HIdetHVC", 348.045837,   2.144167,   0.000000,   0.000000, -292, 18,  0,  3.95,0.06, 43.3, 4.78,   0.0, 0.00,9
335131,"HIdetHVC", 348.046661,   7.030000,   0.000000,   0.000000, -329, 37,  1, 10.39,0.10, 45.6, 7.71,   0.0, 0.00,9
334811,"HIdetHVC", 348.072937,   8.235556,   0.000000,   0.000000, -336, 16,  0,  1.65,0.04, 22.0, 3.92,   0.0, 0.00,9
334812,"HIdetHVC", 348.091675,   8.734445,   0.000000,   0.000000, -335, 33,  1,  4.55,0.08, 31.2, 5.54,   0.0, 0.00,9
334416,"HIdetHVC", 348.110016,   1.441111,   0.000000,   0.000000, -290, 21,  1,  2.04,0.07, 13.1, 6.61,   0.0, 0.00,9
334417,"HIdetHVC", 348.155029,   2.113333,   0.000000,   0.000000, -297, 24,  1,  8.84,0.08, 54.2, 6.83,   0.0, 0.00,9
749092,"HIdetHVC", 348.171265,  14.001945,   0.000000,   0.000000, -358, 25,  0, 15.75,0.08, 93.3, 5.85,   0.0, 0.00,9
335735,"HIdetHVC", 348.201263,   4.440556,   0.000000,   0.000000, -268, 25,  0,  1.69,0.04, 19.2, 3.58,   0.0, 0.00,9
335736,"HIdetHVC", 348.207092,   2.412500,   0.000000,   0.000000, -320, 21,  0,  3.61,0.04, 36.4, 4.23,   0.0, 0.00,9
335737,"HIdetHVC", 348.210846,  13.521389,   0.000000,   0.000000, -358, 22,  0, 11.35,0.07, 89.5, 5.71,   0.0, 0.00,9
335199,"rgmph   ", 348.233368,  17.091667, 348.234589,  17.088057, 1659, 19,  3,  0.56,0.04, 11.0, 2.38,  24.6, 7.90,1
334899,"        ", 348.237518,   6.267222, 348.240845,   6.261111, 2608, 87, 10,  1.20,0.06, 12.6, 2.28,  37.8, 8.61,1
335738,"HIdetHVC", 348.250427,  17.319723,   0.000000,   0.000000, -364, 26,  3,  1.10,0.06, 12.0, 3.86,   0.0, 0.00,9
335739,"HIdetHVC", 348.253357,   3.332778,   0.000000,   0.000000, -330, 26,  2, 21.54,0.13,133.2, 6.81,   0.0, 0.00,9
630893,"HIdetHVC", 348.284180,  -0.102500,   0.000000,   0.000000, -295, 23,  0,  3.63,0.08, 23.3, 6.84,   0.0, 0.00,9
335740,"HIdetHVC", 348.288757,  11.429444,   0.000000,   0.000000, -340, 27,  1,  1.99,0.06, 17.2, 4.78,   0.0, 0.00,9
749093,"HIdetHVC", 348.293762,  15.340000,   0.000000,   0.000000, -353, 57,  3,  2.03,0.11, 11.5, 5.14,   0.0, 0.00,9
749095,"HIdetHVC", 348.301666,  14.973055,   0.000000,   0.000000, -329, 28,  1,  1.49,0.05, 16.4, 3.44,   0.0, 0.00,9
335741,"HIdetHVC", 348.305847,   4.459167,   0.000000,   0.000000, -210, 17,  1,  1.17,0.04, 10.3, 4.84,   0.0, 0.00,9
334418,"HIdetHVC", 348.328766,   0.324722,   0.000000,   0.000000, -295, 22,  0, 11.05,0.20, 29.4,17.12,   0.0, 0.00,9
335200,"rgmph   ", 348.331665,  17.746668, 348.337097,  17.739445, 2551, 63,  9,  0.65,0.06,  6.7, 2.69,  37.2, 8.33,1
749096,"HIdetHVC", 348.350830,  14.203611,   0.000000,   0.000000, -352, 21,  0, 15.80,0.07,101.5, 5.53,   0.0, 0.00,9
335742,"HIdetHVC", 348.363342,   5.400556,   0.000000,   0.000000, -334, 22,  0,  4.25,0.07, 33.6, 5.67,   0.0, 0.00,9
334419,"HIdetHVC", 348.363342,   1.441389,   0.000000,   0.000000, -307, 23,  0,  2.60,0.08, 16.6, 6.71,   0.0, 0.00,9
335743,"HIdetHVC", 348.368347,   5.373889,   0.000000,   0.000000, -315, 60,  3,  6.76,0.11, 39.7, 4.86,   0.0, 0.00,9
