AGCNr,Name,HIra,HIdec,OCra,OCdec,v21,w50,werr,flux,fluxerr,snratio,rms,dist,loghimass,detcode
749032,"HIdetHVC", 337.721252,  16.109722,   0.000000,   0.000000, -370, 28,  1,  1.56,0.05, 17.6, 3.33,   0.0, 0.00,9
322851,"HIdetHVC", 337.736267,  16.224722,   0.000000,   0.000000, -372, 26,  0,  3.50,0.08, 24.3, 6.15,   0.0, 0.00,9
620676,"        ", 337.767914,  -0.168611, 337.774994,  -0.195556, 1557, 23, 12,  0.57,0.06,  7.4, 3.37,  23.4, 7.87,1
749033,"HIdetHVC", 337.789154,  15.892777,   0.000000,   0.000000, -371, 23,  0,  1.44,0.03, 21.6, 2.73,   0.0, 0.00,9
321294,"HIdetHVC", 337.878357,  26.620556,   0.000000,   0.000000, -391, 37,  2,  0.69,0.08,  5.9, 4.32,   0.0, 0.00,9
749034,"HIdetHVC", 337.912079,  15.557222,   0.000000,   0.000000, -367, 34,  1,  1.67,0.06, 13.5, 4.24,   0.0, 0.00,9
749035,"HIdetHVC", 337.981262,  15.225833,   0.000000,   0.000000, -353, 28,  1,  0.91,0.04,  8.8, 3.57,   0.0, 0.00,9
749036,"HIdetHVC", 337.987915,  16.010279,   0.000000,   0.000000, -381, 26,  1,  0.79,0.04, 11.5, 2.78,   0.0, 0.00,9
322409,"HIdetHVC", 337.987915,   7.483611,   0.000000,   0.000000, -277, 17,  1,  0.39,0.03,  7.3, 2.73,   0.0, 0.00,9
322246,"HIdetHVC", 337.996674,   9.750278,   0.000000,   0.000000, -265, 20,  1,  0.54,0.03, 10.8, 2.46,   0.0, 0.00,9
322852,"HIdetHVC", 338.077057,  20.012501,   0.000000,   0.000000, -374, 40,  3,  1.15,0.07,  8.8, 4.68,   0.0, 0.00,9
322853,"HIdetHVC", 338.077911,  20.807777,   0.000000,   0.000000, -283, 27,  1,  0.75,0.05,  8.6, 3.71,   0.0, 0.00,9
322115,"HIdetHVC", 338.081238,  22.632500,   0.000000,   0.000000, -407, 23,  0,  0.45,0.03,  7.5, 2.66,   0.0, 0.00,9
749037,"HIdetHVC", 338.112091,  15.411666,   0.000000,   0.000000, -364, 40,  1,  1.47,0.06, 13.1, 3.71,   0.0, 0.00,9
322468,"rgmph   ", 338.136658,  12.155000, 338.138763,  12.157222, 2014, 98,  2,  2.86,0.06, 29.3, 2.19,  30.5, 8.80,1
749038,"HIdetHVC", 338.190002,  14.450000,   0.000000,   0.000000, -383, 28,  1,  0.35,0.03,  6.6, 2.05,   0.0, 0.00,9
322854,"HIdetHVC", 338.190826,  13.176389,   0.000000,   0.000000, -338, 20,  0,  6.20,0.07, 52.5, 5.85,   0.0, 0.00,9
322118,"HIdetHVC", 338.254578,  24.040556,   0.000000,   0.000000, -399, 27,  1,  0.74,0.03,  9.5, 3.03,   0.0, 0.00,9
 12074,"404-021 ", 338.275818,   8.097500, 338.276245,   8.098055, 1990,161, 49,  2.31,0.07, 17.0, 2.39,  26.6, 8.59,1
322247,"HIdetHVC", 338.283752,   9.661111,   0.000000,   0.000000, -272, 29,  0,  1.09,0.04, 13.9, 3.08,   0.0, 0.00,9
322119,"HIdetHVC", 338.302490,  22.282223,   0.000000,   0.000000, -406, 24,  1,  0.91,0.04, 11.9, 3.21,   0.0, 0.00,9
321355,"HIdetHVC", 338.317474,  24.106112,   0.000000,   0.000000, -401, 31,  4,  1.82,0.12, 11.8, 6.01,   0.0, 0.00,9
322855,"HIdetHVC", 338.362488,  21.628611,   0.000000,   0.000000, -434, 22,  0,  1.62,0.05, 16.8, 4.35,   0.0, 0.00,9
322856,"HIdetHVC", 338.366669,  11.533890,   0.000000,   0.000000, -324, 20,  0, 12.31,0.06, 91.6, 5.83,   0.0, 0.00,9
322857,"HIdetHVC", 338.367493,  13.441112,   0.000000,   0.000000, -334, 20,  0,  4.82,0.06, 34.0, 6.20,   0.0, 0.00,9
322248,"HIdetHVC", 338.389984,   9.726666,   0.000000,   0.000000, -266, 25,  1,  0.74,0.03, 11.0, 2.76,   0.0, 0.00,9
749039,"HIdetHVC", 338.465393,  15.156944,   0.000000,   0.000000, -376, 22,  1,  1.20,0.04, 12.8, 3.56,   0.0, 0.00,9
322858,"HIdetHVC", 338.494141,  12.270555,   0.000000,   0.000000, -331, 22,  1,  2.36,0.07, 14.0, 6.84,   0.0, 0.00,9
322859,"HIdetHVC", 338.506256,  11.217222,   0.000000,   0.000000, -318, 20,  0, 21.79,0.10,129.3, 8.31,   0.0, 0.00,9
 12082,"495-007 ", 338.541260,  32.856667, 338.545013,  32.861111,  802, 72,  2, 23.49,0.06,225.4, 2.73,  13.5, 9.00,1
322410,"HIdetHVC", 338.552094,   7.023612,   0.000000,   0.000000, -306, 23,  1,  0.47,0.03,  7.9, 2.60,   0.0, 0.00,9
322120,"HIdetHVC", 338.558746,  22.370556,   0.000000,   0.000000, -313, 22,  0,  0.46,0.03,  8.3, 2.49,   0.0, 0.00,9
322750,"HIdetHVC", 338.590851,  35.753887,   0.000000,   0.000000, -303, 23,  1,  0.54,0.02, 11.2, 2.14,   0.0, 0.00,9
322860,"HIdetHVC", 338.607117,  19.617779,   0.000000,   0.000000, -358, 26,  0,  4.48,0.06, 34.8, 5.02,   0.0, 0.00,9
321295,"HIdetHVC", 338.615845,  27.062777,   0.000000,   0.000000, -386, 29,  4,  0.55,0.05,  7.7, 2.92,   0.0, 0.00,9
322861,"HIdetHVC", 338.680847,  21.922777,   0.000000,   0.000000, -410, 37,  1,  4.49,0.14, 14.7,10.51,   0.0, 0.00,9
 12090,"452-026 ", 338.693329,  15.952499, 338.696259,  15.948889, 1881,134,  2,  4.36,0.07, 38.2, 2.19,  28.6, 8.93,1
322862,"HIdetHVC", 338.710449,  13.395555,   0.000000,   0.000000, -330, 19,  0,  3.20,0.05, 32.2, 4.64,   0.0, 0.00,9
321356,"HIdetHVC", 338.717926,  25.382500,   0.000000,   0.000000, -425, 32,  4,  1.46,0.10, 12.0, 4.64,   0.0, 0.00,9
322249,"HIdetHVC", 338.719604,   8.569722,   0.000000,   0.000000, -258, 31,  1,  1.07,0.04, 11.4, 3.48,   0.0, 0.00,9
322121,"HIdetHVC", 338.734589,  22.798056,   0.000000,   0.000000, -397, 23,  0,  0.36,0.03,  6.7, 2.56,   0.0, 0.00,9
322122,"HIdetHVC", 338.756256,  23.635834,   0.000000,   0.000000, -393, 27,  0,  0.50,0.04,  7.4, 2.85,   0.0, 0.00,9
322863,"HIdetHVC", 338.830017,  12.043056,   0.000000,   0.000000, -323, 31,  1,  1.18,0.06,  9.9, 4.72,   0.0, 0.00,9
322123,"HIdetHVC", 338.844177,  23.322224,   0.000000,   0.000000, -392, 31,  2,  0.82,0.05,  8.4, 3.61,   0.0, 0.00,9
322864,"HIdetHVC", 338.872925,  12.603056,   0.000000,   0.000000, -327, 20,  0,  1.27,0.04, 17.7, 3.47,   0.0, 0.00,9
322865,"HIdetHVC", 338.889160,  12.341666,   0.000000,   0.000000, -329, 24,  1,  1.72,0.07, 11.9, 6.00,   0.0, 0.00,9
749040,"HIdetHVC", 338.991669,  14.941112,   0.000000,   0.000000, -333, 28,  1,  2.25,0.07, 14.4, 5.35,   0.0, 0.00,9
 12101,"N7320   ", 339.007111,  33.950558, 339.014160,  33.948334,  775,166,  3,  7.89,0.08, 57.7, 2.36,  13.1, 8.50,1
322866,"HIdetHVC", 338.993347,  11.504167,   0.000000,   0.000000, -332, 20,  0,  3.79,0.05, 47.6, 3.97,   0.0, 0.00,9
322250,"HIdetHVC", 339.013336,   9.007778,   0.000000,   0.000000, -246, 23,  0,  2.07,0.04, 25.2, 3.60,   0.0, 0.00,9
322867,"HIdetHVC", 339.068329,  21.741388,   0.000000,   0.000000, -407, 22,  0,  2.73,0.06, 18.7, 5.85,   0.0, 0.00,9
322469,"rgmph   ", 339.107086,   5.138055, 339.110016,   5.131667, 1967, 24,  2,  1.04,0.05, 18.0, 2.49,  29.5, 8.33,1
321379,"AGES    ", 339.114166,  23.716667, 339.115845,  23.716112, 1410, 57,  7,  0.48,0.05,  6.3, 2.25,  22.0, 7.74,2
322124,"HIdetHVC", 339.132507,  22.012501,   0.000000,   0.000000, -401, 24,  0,  1.39,0.05, 14.4, 4.02,   0.0, 0.00,9
322868,"HIdetHVC", 339.159180,  10.791389,   0.000000,   0.000000, -224, 28,  1,  0.74,0.05,  8.1, 3.69,   0.0, 0.00,9
322251,"HIdetHVC", 339.230011,   9.332500,   0.000000,   0.000000, -224, 33,  0,  0.89,0.04, 12.2, 2.75,   0.0, 0.00,9
322869,"HIdetHVC", 339.262085,  18.102501,   0.000000,   0.000000, -381, 24,  0,  1.08,0.04, 15.0, 3.06,   0.0, 0.00,9
322486,"        ", 339.262512,  35.464169, 339.243774,  35.462780,  833, 59,  9,  0.58,0.06,  6.2, 2.69,  13.9, 7.42,1
 12113,"N7331   ", 339.265808,  34.411945, 339.267090,  34.416111,  813,503,  2,170.52,0.17,474.1, 3.20,  14.5, 9.93,1
322870,"HIdetHVC", 339.278748,  19.420000,   0.000000,   0.000000, -386, 40,  3,  1.38,0.08,  8.9, 5.28,   0.0, 0.00,9
749042,"HIdetHVC", 339.283325,  14.153055,   0.000000,   0.000000, -364, 20,  0,  2.65,0.03, 48.8, 2.45,   0.0, 0.00,9
322871,"HIdetHVC", 339.315002,  17.775833,   0.000000,   0.000000, -382, 24,  0,  2.81,0.06, 23.4, 5.06,   0.0, 0.00,9
 12118,"429-015 ", 339.372070,  10.532222, 339.372070,  10.531388, 2826,315,  2,  9.82,0.11, 49.3, 2.50,  42.0, 9.61,1
749043,"HIdetHVC", 339.437927,  14.533055,   0.000000,   0.000000, -341, 25,  0,  3.60,0.05, 37.8, 3.81,   0.0, 0.00,9
 12122,"N7339   ", 339.452515,  23.783333, 339.445831,  23.786388, 1336,334,  2,  8.61,0.10, 44.0, 2.39,  25.1, 9.11,1
322872,"HIdetHVC", 339.550842,  13.969722,   0.000000,   0.000000, -357, 34,  1,  2.69,0.06, 22.8, 4.40,   0.0, 0.00,9
322470,"rgmph   ", 339.557495,  11.575833, 339.554993,  11.573889, 2183,154,  7,  1.57,0.07, 12.3, 2.28,  32.8, 8.60,1
322873,"HIdetHVC", 339.604553,  20.487223,   0.000000,   0.000000, -431, 27,  1,  2.99,0.07, 20.2, 5.67,   0.0, 0.00,9
321457,"HIdetHVC", 339.605438,  31.899166,   0.000000,   0.000000, -321, 26,  2,  1.88,0.10, 14.8, 5.29,   0.0, 0.00,9
321380,"AGES    ", 339.622498,  23.855000, 339.623749,  23.858612, 1404, 51,  6,  0.51,0.04,  7.3, 2.17,  21.8, 7.76,1
749044,"HIdetHVC", 339.699585,  13.894444,   0.000000,   0.000000, -346, 28,  0,  5.44,0.07, 39.5, 5.52,   0.0, 0.00,9
322311,"        ", 339.755005,   6.955000, 339.753357,   6.961944, 1945, 81, 14,  1.08,0.06, 11.7, 2.28,  29.2, 8.34,1
322874,"HIdetHVC", 339.755402,  18.318056,   0.000000,   0.000000, -405, 38,  1,  2.04,0.07, 12.5, 5.48,   0.0, 0.00,9
748714,"        ", 339.779572,  15.420000, 339.787506,  15.423334, 1950, 29,  4,  0.53,0.04,  9.8, 2.15,  29.5, 8.04,1
322412,"HIdetHVC", 339.862488,   7.437778,   0.000000,   0.000000, -271, 21,  0,  2.71,0.04, 38.1, 3.39,   0.0, 0.00,9
321296,"HIdetHVC", 339.928741,  27.556110,   0.000000,   0.000000, -441, 24,  6,  0.49,0.05,  9.0, 2.47,   0.0, 0.00,9
 12136,"N7347   ", 339.983734,  11.032778, 339.983734,  11.027500, 2233,261,  2, 13.76,0.10, 80.7, 2.36,  33.4, 9.56,1
322875,"HIdetHVC", 340.046661,  17.058054,   0.000000,   0.000000, -392, 50,  1,  4.86,0.09, 26.5, 5.60,   0.0, 0.00,9
322876,"HIdetHVC", 340.063721,  18.706667,   0.000000,   0.000000, -426, 22,  1,  1.72,0.05, 17.8, 4.46,   0.0, 0.00,9
322877,"HIdetHVC", 340.094574,  10.840833,   0.000000,   0.000000, -346, 22,  1,  1.32,0.05, 11.1, 4.80,   0.0, 0.00,9
321297,"HIdetHVC", 340.097504,  26.163610,   0.000000,   0.000000, -421, 36,  2,  1.54,0.10, 10.1, 5.59,   0.0, 0.00,9
322878,"HIdetHVC", 340.110840,  16.765278,   0.000000,   0.000000, -371, 27,  0,  5.03,0.08, 34.9, 6.03,   0.0, 0.00,9
322879,"HIdetHVC", 340.222504,   5.000000,   0.000000,   0.000000, -312, 29,  1,  0.78,0.05,  8.4, 3.65,   0.0, 0.00,9
749045,"HIdetHVC", 340.237488,  14.106668,   0.000000,   0.000000, -310, 26,  2,  2.61,0.11, 12.5, 8.21,   0.0, 0.00,9
322125,"HIdetHVC", 340.238739,  23.221111,   0.000000,   0.000000, -388, 31,  1,  1.17,0.04, 12.5, 3.42,   0.0, 0.00,9
748716,"        ", 340.275391,  15.825277, 340.273346,  15.823611, 1936, 66,  7,  0.79,0.05,  9.7, 2.22,  29.3, 8.20,1
322880,"HIdetHVC", 340.309570,  18.539999,   0.000000,   0.000000, -419, 28,  1,  0.82,0.03, 12.8, 2.59,   0.0, 0.00,9
322881,"HIdetHVC", 340.342926,  16.410833,   0.000000,   0.000000, -363, 23,  0,  8.02,0.06, 64.7, 5.41,   0.0, 0.00,9
321358,"HIdetHVC", 340.348328,  25.125555,   0.000000,   0.000000, -411, 29,  8,  0.38,0.04,  7.5, 2.05,   0.0, 0.00,9
 12151,"M+057007", 340.392059,   0.403333, 340.390808,   0.400556, 1754,156,  2, 18.72,0.12, 92.4, 3.62,  26.1, 9.48,1
322882,"HIdetHVC", 340.442078,  19.539444,   0.000000,   0.000000, -381, 32,  1,  1.48,0.06, 13.7, 4.23,   0.0, 0.00,9
321458,"HIdetHVC", 340.505432,  30.180555,   0.000000,   0.000000, -406, 25,  3,  1.51,0.13, 10.0, 6.48,   0.0, 0.00,9
322252,"HIdetHVC", 340.540436,   9.902778,   0.000000,   0.000000, -256, 25,  1,  0.87,0.06,  6.8, 5.23,   0.0, 0.00,9
322364,"        ", 340.549164,  11.855278, 340.550018,  11.857500, 2664,103, 15,  1.09,0.07,  9.5, 2.52,  39.6, 8.61,1
322883,"HIdetHVC", 340.566681,  12.680278,   0.000000,   0.000000, -333, 22,  0,  2.46,0.08, 16.2, 6.77,   0.0, 0.00,9
322884,"HIdetHVC", 340.624603,  16.080002,   0.000000,   0.000000, -353, 33,  1,  2.82,0.12, 12.1, 8.87,   0.0, 0.00,9
322885,"HIdetHVC", 340.645844,  18.694721,   0.000000,   0.000000, -413, 20,  0,  1.38,0.03, 19.2, 3.11,   0.0, 0.00,9
322178,"        ", 340.663757,   9.917500, 340.663361,   9.918889, 2106,107,  5,  2.13,0.07, 17.6, 2.61,  31.5, 8.70,1
322886,"HIdetHVC", 340.672943,  17.331667,   0.000000,   0.000000, -368, 49,  3,  5.54,0.19, 14.5,11.90,   0.0, 0.00,9
321392,"HIdetHVC", 340.681244,  24.986944,   0.000000,   0.000000, -373, 22,  6,  0.45,0.04,  7.2, 2.79,   0.0, 0.00,9
322129,"HIdetHVC", 340.692108,  22.268610,   0.000000,   0.000000, -401, 28,  1,  1.95,0.06, 16.2, 4.84,   0.0, 0.00,9
322887,"HIdetHVC", 340.693329,  12.039722,   0.000000,   0.000000, -341, 40,  2,  4.04,0.09, 21.1, 6.47,   0.0, 0.00,9
322253,"HIdetHVC", 340.730011,   9.181111,   0.000000,   0.000000, -338, 22,  0,  3.26,0.05, 35.1, 4.22,   0.0, 0.00,9
321359,"HIdetHVC", 340.742523,  24.094168,   0.000000,   0.000000, -402, 24,  5,  0.56,0.05,  7.6, 3.20,   0.0, 0.00,9
321504,"HIdetHVC", 340.744598,  28.962778,   0.000000,   0.000000, -405, 25,  1,  0.80,0.04,  9.5, 3.26,   0.0, 0.00,9
322130,"HIdetHVC", 340.760010,  22.629168,   0.000000,   0.000000, -420, 23,  0,  0.62,0.04,  8.7, 3.14,   0.0, 0.00,9
321505,"HIdetHVC", 340.894165,  28.455000,   0.000000,   0.000000, -404, 24,  1,  1.13,0.04, 15.3, 2.89,   0.0, 0.00,9
322888,"HIdetHVC", 340.941254,  12.311666,   0.000000,   0.000000, -348, 28,  1,  1.26,0.06,  9.5, 4.94,   0.0, 0.00,9
321506,"HIdetHVC", 340.963348,  28.285833,   0.000000,   0.000000, -402, 24,  0,  3.13,0.05, 31.1, 3.82,   0.0, 0.00,9
322131,"HIdetHVC", 340.971680,  22.394167,   0.000000,   0.000000, -422, 28,  1,  0.54,0.03,  8.0, 2.69,   0.0, 0.00,9
322889,"HIdetHVC", 340.999176,  10.720555,   0.000000,   0.000000, -352, 24,  1,  1.20,0.03, 17.1, 2.98,   0.0, 0.00,9
322890,"HIdetHVC", 341.008331,  18.097778,   0.000000,   0.000000, -415, 33,  1,  1.10,0.05, 12.3, 3.43,   0.0, 0.00,9
322891,"HIdetHVC", 341.037079,  16.955278,   0.000000,   0.000000, -395, 19,  1,  0.96,0.06,  8.1, 5.49,   0.0, 0.00,9
321507,"HIdetHVC", 341.054596,  29.081667,   0.000000,   0.000000,  -79, 25,  1, 38.45,0.11,174.0, 7.45,   0.0, 0.00,9
321360,"HIdetHVC", 341.067932,  25.823612,   0.000000,   0.000000, -442, 37,  4,  0.95,0.06, 10.8, 3.14,   0.0, 0.00,9
320342,"405-007 ", 341.081268,   5.363889, 341.078339,   5.362222, 1928, 93,  3,  3.35,0.07, 33.1, 2.34,  28.7, 8.81,1
322132,"HIdetHVC", 341.082520,  22.022499,   0.000000,   0.000000, -401, 30,  0,  2.20,0.06, 17.0, 4.96,   0.0, 0.00,9
322254,"HIdetHVC", 341.131256,   9.627222,   0.000000,   0.000000, -276, 27,  1,  0.89,0.04, 10.1, 3.34,   0.0, 0.00,9
322892,"HIdetHVC", 341.144165,   5.035000,   0.000000,   0.000000, -289, 31,  1,  1.89,0.10,  9.2, 7.54,   0.0, 0.00,9
322893,"HIdetHVC", 341.144989,  10.306945,   0.000000,   0.000000, -339, 25,  1,  3.79,0.06, 30.2, 5.13,   0.0, 0.00,9
322894,"HIdetHVC", 341.147095,  18.718056,   0.000000,   0.000000, -402, 46,  1,  8.99,0.12, 41.4, 7.15,   0.0, 0.00,9
322895,"HIdetHVC", 341.210419,  10.586666,   0.000000,   0.000000, -330, 33,  1,  5.71,0.06, 40.1, 4.99,   0.0, 0.00,9
749046,"HIdetHVC", 341.235413,  14.793889,   0.000000,   0.000000, -338, 34,  1,  2.42,0.07, 17.0, 4.81,   0.0, 0.00,9
322053,"HIdetHVC", 341.251648,   1.838333,   0.000000,   0.000000, -250, 23,  1,  2.48,0.09, 13.0, 8.18,   0.0, 0.00,9
 12178,"405-008 ", 341.283752,   6.429722, 341.285828,   6.429722, 1928,224,  2, 31.32,0.10,171.6, 2.72,  28.8, 9.79,1
749047,"HIdetHVC", 341.285004,  15.424723,   0.000000,   0.000000, -394, 69,  3,  1.90,0.10, 10.8, 4.69,   0.0, 0.00,9
322896,"HIdetHVC", 341.319183,  21.199720,   0.000000,   0.000000, -397, 26,  0,  4.02,0.07, 31.6, 5.56,   0.0, 0.00,9
322897,"HIdetHVC", 341.397919,  17.353611,   0.000000,   0.000000, -419, 41,  1,  6.73,0.15, 21.5,10.50,   0.0, 0.00,9
322898,"HIdetHVC", 341.519165,  10.135000,   0.000000,   0.000000, -335, 30,  0, 17.33,0.08,102.7, 6.48,   0.0, 0.00,9
322899,"HIdetHVC", 341.537903,  13.509722,   0.000000,   0.000000, -351, 26,  1,  0.89,0.05, 10.2, 3.80,   0.0, 0.00,9
322900,"HIdetHVC", 341.574982,  11.738334,   0.000000,   0.000000, -327, 24,  1,  1.16,0.06,  9.4, 5.19,   0.0, 0.00,9
322255,"HIdetHVC", 341.583740,   9.775000,   0.000000,   0.000000, -330, 24,  0, 44.89,0.10,221.0, 8.63,   0.0, 0.00,9
749048,"HIdetHVC", 341.622894,  15.153333,   0.000000,   0.000000, -366, 41,  1,  7.23,0.09, 37.7, 5.49,   0.0, 0.00,9
322754,"HIdetHVC", 341.629181,  34.175278,   0.000000,   0.000000, -380, 20,  0,  2.38,0.05, 25.0, 4.65,   0.0, 0.00,9
322366,"mph     ", 341.643738,  12.509722, 341.642517,  12.518333, 2568, 54,  6,  0.66,0.06,  6.6, 3.02,  38.1, 8.35,1
749049,"HIdetHVC", 341.644989,  15.507222,   0.000000,   0.000000, -367, 31,  0, 11.02,0.09, 60.3, 5.85,   0.0, 0.00,9
322133,"HIdetHVC", 341.648346,  22.833055,   0.000000,   0.000000, -390, 22,  1,  0.64,0.04,  8.5, 3.41,   0.0, 0.00,9
322901,"HIdetHVC", 341.699585,  10.633889,   0.000000,   0.000000, -339, 29,  0, 10.74,0.07, 77.5, 5.42,   0.0, 0.00,9
322200,"        ", 341.726685,   8.993611, 341.720825,   8.993611, 2009,116,  3,  1.89,0.07, 16.7, 2.34,  30.0, 8.60,1
322902,"HIdetHVC", 341.729156,  10.359722,   0.000000,   0.000000, -345, 28,  0, 30.12,0.11,143.9, 8.53,   0.0, 0.00,9
322413,"HIdetHVC", 341.734161,   7.676389,   0.000000,   0.000000, -239, 23,  0,  0.95,0.03, 16.0, 2.58,   0.0, 0.00,9
320366,"474-028 ", 341.749603,  21.897778, 341.751648,  21.895555, 1403, 72,  3,  3.17,0.05, 39.1, 2.11,  21.6, 8.54,1
322903,"HIdetHVC", 341.768341,  11.067500,   0.000000,   0.000000, -347, 25,  0,  4.36,0.08, 26.0, 6.85,   0.0, 0.00,9
322904,"HIdetHVC", 341.792908,  19.491667,   0.000000,   0.000000, -382, 24,  0,  1.74,0.05, 20.0, 3.96,   0.0, 0.00,9
322256,"HIdetHVC", 341.812500,   9.137222,   0.000000,   0.000000, -338, 22,  1, 13.31,0.08, 84.0, 7.19,   0.0, 0.00,9
322257,"HIdetHVC", 341.831238,   9.617500,   0.000000,   0.000000, -326, 37,  1, 10.64,0.07, 76.3, 5.13,   0.0, 0.00,9
749050,"HIdetHVC", 341.849976,  15.880834,   0.000000,   0.000000, -410, 36,  1,  1.39,0.05, 13.2, 3.38,   0.0, 0.00,9
322905,"HIdetHVC", 341.919983,  13.743334,   0.000000,   0.000000, -376, 23,  0,  2.97,0.04, 36.0, 3.61,   0.0, 0.00,9
321434,"        ", 341.930420,  30.758055, 341.933319,  30.753334,  861, 64,  5,  0.89,0.06,  8.6, 2.84,  14.1, 7.62,1
749052,"HIdetHVC", 341.956665,  14.081667,   0.000000,   0.000000, -389, 25,  0,  7.07,0.04, 76.5, 3.26,   0.0, 0.00,9
749051,"HIdetHVC", 341.957916,  14.203889,   0.000000,   0.000000, -398, 31,  0, 16.97,0.07,108.5, 4.93,   0.0, 0.00,9
749053,"HIdetHVC", 341.991241,  15.019444,   0.000000,   0.000000, -376, 53,  3,  3.54,0.09, 19.3, 4.74,   0.0, 0.00,9
322906,"HIdetHVC", 342.043732,  10.302222,   0.000000,   0.000000, -345, 22,  1,  8.45,0.07, 68.7, 5.68,   0.0, 0.00,9
322907,"HIdetHVC", 342.067078,  20.203335,   0.000000,   0.000000, -384, 27,  1,  4.13,0.10, 17.8, 8.97,   0.0, 0.00,9
322908,"HIdetHVC", 342.086639,  21.801388,   0.000000,   0.000000, -405, 25,  0,  1.49,0.03, 20.6, 3.00,   0.0, 0.00,9
322258,"HIdetHVC", 342.130402,   8.488056,   0.000000,   0.000000, -332, 20,  0,  4.62,0.05, 41.9, 4.85,   0.0, 0.00,9
322909,"HIdetHVC", 342.146240,  19.793612,   0.000000,   0.000000,   69, 10,  0,  2.50,0.02, 54.2, 2.80,   0.0, 0.00,9
321383,"        ", 342.167084,   8.181111, 342.167511,   8.179444, 3149, 95,  3,  1.56,0.06, 16.2, 2.20,  46.2, 8.90,1
322259,"HIdetHVC", 342.173737,  10.091389,   0.000000,   0.000000, -347, 26,  1, 15.14,0.11, 77.0, 8.37,   0.0, 0.00,9
322414,"HIdetHVC", 342.182068,   7.609167,   0.000000,   0.000000, -287, 47,  1,  5.16,0.14, 18.2, 8.86,   0.0, 0.00,9
321960,"        ", 342.224976,  22.350555, 342.228333,  22.351944, 1329, 42,  5,  0.96,0.05, 14.2, 2.29,  20.5, 7.98,1
321361,"HIdetHVC", 342.266266,  24.747223,   0.000000,   0.000000, -437, 25, 10,  0.36,0.04,  6.1, 2.50,   0.0, 0.00,9
749054,"HIdetHVC", 342.277496,  13.951111,   0.000000,   0.000000, -399, 24,  0,  8.53,0.06, 70.4, 4.50,   0.0, 0.00,9
322910,"HIdetHVC", 342.342499,  12.684444,   0.000000,   0.000000, -351, 29,  0,  2.37,0.08, 15.0, 6.13,   0.0, 0.00,9
749055,"HIdetHVC", 342.349609,  15.088056,   0.000000,   0.000000, -394, 27,  1,  2.61,0.04, 26.6, 3.43,   0.0, 0.00,9
322472,"rgmph   ", 342.494995,  12.688334, 342.491699,  12.692778, 2595, 67,  8,  0.95,0.06, 10.3, 2.50,  38.4, 8.52,1
322911,"HIdetHVC", 342.502930,  13.871667,   0.000000,   0.000000, -400, 25,  0,  9.60,0.08, 58.6, 6.68,   0.0, 0.00,9
322260,"HIdetHVC", 342.518341,   8.530556,   0.000000,   0.000000, -322, 34,  1,  8.77,0.12, 35.2, 9.16,   0.0, 0.00,9
749056,"HIdetHVC", 342.544189,  13.927501,   0.000000,   0.000000, -402, 26,  0,  8.32,0.07, 67.5, 4.68,   0.0, 0.00,9
322912,"HIdetHVC", 342.565399,  16.760555,   0.000000,   0.000000, -369, 23,  1,  0.70,0.03, 11.7, 2.57,   0.0, 0.00,9
322913,"HIdetHVC", 342.580444,  13.370278,   0.000000,   0.000000, -386, 27,  1,  3.21,0.08, 20.7, 6.49,   0.0, 0.00,9
321382,"        ", 342.590424,   8.152499, 342.590851,   8.153889, 1984,109,  2,  2.20,0.06, 20.0, 2.34,  29.5, 8.65,1
321298,"HIdetHVC", 342.600006,  26.106390,   0.000000,   0.000000, -401, 30,  1,  0.62,0.07,  6.2, 4.05,   0.0, 0.00,9
322914,"HIdetHVC", 342.605835,  12.089444,   0.000000,   0.000000, -364, 25,  0,  2.57,0.06, 19.5, 5.37,   0.0, 0.00,9
749057,"HIdetHVC", 342.620819,  14.415555,   0.000000,   0.000000, -385, 33,  0,  4.96,0.05, 52.7, 3.15,   0.0, 0.00,9
 12212,"M+553019", 342.627930,  29.136667, 342.625824,  29.138332,  894, 99,  2, 15.60,0.07,140.2, 2.48,  14.5, 8.89,1
749058,"HIdetHVC", 342.664612,  14.974999,   0.000000,   0.000000, -400, 27,  0,  7.15,0.05, 56.9, 4.13,   0.0, 0.00,9
322915,"HIdetHVC", 342.675018,  10.405555,   0.000000,   0.000000, -341, 19,  1,  2.71,0.08, 16.2, 7.67,   0.0, 0.00,9
322916,"HIdetHVC", 342.789612,  21.172222,   0.000000,   0.000000, -385, 30,  1,  0.91,0.06,  8.0, 4.67,   0.0, 0.00,9
322917,"HIdetHVC", 342.802063,  18.625000,   0.000000,   0.000000, -377, 22,  0,  5.59,0.06, 47.6, 5.29,   0.0, 0.00,9
321148,"        ", 342.803772,  12.782222, 342.801239,  12.779722, 2550, 45, 10,  0.76,0.04, 12.2, 2.03,  37.7, 8.41,1
322415,"HIdetHVC", 342.828766,   6.936667,   0.000000,   0.000000, -305, 26,  1,  0.94,0.04, 12.4, 3.29,   0.0, 0.00,9
321299,"HIdetHVC", 342.828766,  26.409445,   0.000000,   0.000000, -417, 34,  3,  0.68,0.05,  7.8, 3.34,   0.0, 0.00,9
322918,"HIdetHVC", 342.838318,  13.020555,   0.000000,   0.000000, -371, 29,  0,  8.14,0.09, 43.6, 7.44,   0.0, 0.00,9
